Id,dataset,K,nclim,prio,alpha,rel_dom,rel_irr,rel_eco,crel_dom,crel_irr,crel_eco
612,Princeton,120,102,3,0.9,91.5,91,94.6666666666667,96.512934426317,90.0633699712162,93.28121065984
613,Princeton,120,103,1,0.5,95.5,95.3333333333333,98.3333333333333,97.5684124804507,94.1301351667609,98.8628205128205
614,Princeton,120,103,1,0.9,95.3333333333333,95.3333333333333,97.1666666666667,97.7399386528137,93.4031741560036,99.6119929102533
615,Princeton,120,103,2,0.5,96,95.3333333333333,97.1666666666667,97.6705875306037,94.1301351667609,97.754090225007
616,Princeton,120,103,2,0.9,95.5,95.3333333333333,97,97.9463621494104,93.4031741560036,97.3720333266708
617,Princeton,120,103,3,0.5,96,95.3333333333333,97,97.6705875306037,94.42724950726,96.6871794871795
618,Princeton,120,103,3,0.9,95.5,95.3333333333333,97,97.9463621494104,93.6657055724246,96.4293067429386
619,Princeton,120,104,1,0.5,95.5,95.1666666666667,98.3333333333333,97.4186349897471,94.0582820266375,98.8628205128205
620,Princeton,120,104,1,0.9,95.1666666666667,95.1666666666667,97.1666666666667,97.6445261567414,93.1875986695165,99.5919989998025
621,Princeton,120,104,2,0.5,95.8333333333333,95.1666666666667,97.1666666666667,97.5244955617113,94.0582820266375,97.7140975883271
622,Princeton,120,104,2,0.9,95.1666666666667,95.1666666666667,97,97.8507174797105,93.1875986695165,97.3545587977381
623,Princeton,120,104,3,0.5,95.8333333333333,95.1666666666667,97,97.5244955617113,94.3394177590775,96.6871794871795
624,Princeton,120,104,3,0.9,95.1666666666667,95.1666666666667,97,97.8507174797105,93.4457359486113,96.4116482606012
625,Princeton,120,105,1,0.5,95.1666666666667,95,98.1666666666667,97.2987018119238,93.9291313409589,98.7564102564103
626,Princeton,120,105,1,0.9,95,95,97.1666666666667,97.5583980617292,92.9473011483392,99.5861538461539
627,Princeton,120,105,2,0.5,95.5,95,97.1666666666667,97.3983880317723,93.9291313409589,97.6746869682071
628,Princeton,120,105,2,0.9,95,95,97,97.766843777656,92.9473011483392,97.3242505902515
629,Princeton,120,105,3,0.5,95.5,95,97,97.3983880317723,94.2148416153243,96.6131913311711
630,Princeton,120,105,3,0.9,95,95,97,97.766843777656,93.2015527314156,96.3796330165764
631,Princeton,120,106,1,0.5,95.1666666666667,94.6666666666667,98.1666666666667,97.195996607039,93.7238943211678,98.7564102564103
632,Princeton,120,106,1,0.9,95,94.6666666666667,97.1666666666667,97.4481021329088,92.7803105937843,99.5861538461539
633,Princeton,120,106,2,0.5,95.5,94.6666666666667,97.1666666666667,97.2993700314069,93.7238943211678,97.6346760719881
634,Princeton,120,106,2,0.9,95,94.6666666666667,97,97.6838618230163,92.7803105937843,97.0278589524745
635,Princeton,120,106,3,0.5,95.5,94.6666666666667,96.8333333333333,97.2993700314069,94.0309714293252,96.474358974359
636,Princeton,120,106,3,0.9,95,94.6666666666667,96.8333333333333,97.6838618230163,92.9676833007589,96.3198551652951
