Date,ID,Name,value
1978/09/01,9339051,Taru Secondary School,NA
1978/10/01,9339051,Taru Secondary School,NA
1978/11/01,9339051,Taru Secondary School,NA
1978/12/01,9339051,Taru Secondary School,NA
1979/01/01,9339051,Taru Secondary School,530.8
1979/02/01,9339051,Taru Secondary School,NA
1979/03/01,9339051,Taru Secondary School,NA
1979/04/01,9339051,Taru Secondary School,NA
1979/05/01,9339051,Taru Secondary School,NA
1979/06/01,9339051,Taru Secondary School,NA
1979/07/01,9339051,Taru Secondary School,NA
1979/08/01,9339051,Taru Secondary School,NA
1979/09/01,9339051,Taru Secondary School,NA
1979/10/01,9339051,Taru Secondary School,NA
1979/11/01,9339051,Taru Secondary School,NA
1979/12/01,9339051,Taru Secondary School,NA
1980/01/01,9339051,Taru Secondary School,1.8
1980/02/01,9339051,Taru Secondary School,77.2
1980/03/01,9339051,Taru Secondary School,24.6
1980/04/01,9339051,Taru Secondary School,75.6
1980/05/01,9339051,Taru Secondary School,NA
1980/06/01,9339051,Taru Secondary School,1.1
1980/07/01,9339051,Taru Secondary School,34.7
1980/08/01,9339051,Taru Secondary School,103.8
1980/09/01,9339051,Taru Secondary School,46.2
1980/10/01,9339051,Taru Secondary School,0
1980/11/01,9339051,Taru Secondary School,NA
1980/12/01,9339051,Taru Secondary School,NA
1981/01/01,9339051,Taru Secondary School,67.1
1981/02/01,9339051,Taru Secondary School,1.3
1981/03/01,9339051,Taru Secondary School,86
1981/04/01,9339051,Taru Secondary School,34.1
1981/05/01,9339051,Taru Secondary School,11.6
1981/06/01,9339051,Taru Secondary School,37.4
1981/07/01,9339051,Taru Secondary School,27.6
1981/08/01,9339051,Taru Secondary School,NA
1981/09/01,9339051,Taru Secondary School,34.5
1981/10/01,9339051,Taru Secondary School,76.5
1981/11/01,9339051,Taru Secondary School,NA
1981/12/01,9339051,Taru Secondary School,NA
1982/01/01,9339051,Taru Secondary School,1.3
1982/02/01,9339051,Taru Secondary School,0
1982/03/01,9339051,Taru Secondary School,115.9
1982/04/01,9339051,Taru Secondary School,174.8
1982/05/01,9339051,Taru Secondary School,94.5
1982/06/01,9339051,Taru Secondary School,22.6
1982/07/01,9339051,Taru Secondary School,NA
1982/08/01,9339051,Taru Secondary School,4.3
1982/09/01,9339051,Taru Secondary School,95.5
1982/10/01,9339051,Taru Secondary School,86.5
1982/11/01,9339051,Taru Secondary School,NA
1982/12/01,9339051,Taru Secondary School,NA
1983/01/01,9339051,Taru Secondary School,13.5
1983/02/01,9339051,Taru Secondary School,NA
1983/03/01,9339051,Taru Secondary School,7.5
1983/04/01,9339051,Taru Secondary School,NA
1983/05/01,9339051,Taru Secondary School,81.2
1983/06/01,9339051,Taru Secondary School,43.7
1983/07/01,9339051,Taru Secondary School,45.4
1983/08/01,9339051,Taru Secondary School,35.5
1983/09/01,9339051,Taru Secondary School,24.6
1983/10/01,9339051,Taru Secondary School,12.1
1983/11/01,9339051,Taru Secondary School,NA
1983/12/01,9339051,Taru Secondary School,NA
1984/01/01,9339051,Taru Secondary School,NA
1984/02/01,9339051,Taru Secondary School,NA
1984/03/01,9339051,Taru Secondary School,NA
1984/04/01,9339051,Taru Secondary School,NA
1984/05/01,9339051,Taru Secondary School,NA
1984/06/01,9339051,Taru Secondary School,NA
1984/07/01,9339051,Taru Secondary School,10.7
1984/08/01,9339051,Taru Secondary School,3.4
1984/09/01,9339051,Taru Secondary School,NA
1984/10/01,9339051,Taru Secondary School,NA
1984/11/01,9339051,Taru Secondary School,NA
1984/12/01,9339051,Taru Secondary School,NA
1985/01/01,9339051,Taru Secondary School,19.3
1985/02/01,9339051,Taru Secondary School,143.5
1985/03/01,9339051,Taru Secondary School,17.8
1985/04/01,9339051,Taru Secondary School,65
1985/05/01,9339051,Taru Secondary School,60.2
1985/06/01,9339051,Taru Secondary School,12
1985/07/01,9339051,Taru Secondary School,45.9
1985/08/01,9339051,Taru Secondary School,6.8
1985/09/01,9339051,Taru Secondary School,72.6
1985/10/01,9339051,Taru Secondary School,54.4
1985/11/01,9339051,Taru Secondary School,88.2
1985/12/01,9339051,Taru Secondary School,96.2
1986/01/01,9339051,Taru Secondary School,18
1986/02/01,9339051,Taru Secondary School,0
1986/03/01,9339051,Taru Secondary School,31.8
1986/04/01,9339051,Taru Secondary School,89.9
1986/05/01,9339051,Taru Secondary School,139.9
1986/06/01,9339051,Taru Secondary School,0
1986/07/01,9339051,Taru Secondary School,12.3
1986/08/01,9339051,Taru Secondary School,28.8
1986/09/01,9339051,Taru Secondary School,4
1986/10/01,9339051,Taru Secondary School,46.2
1986/11/01,9339051,Taru Secondary School,25.1
1986/12/01,9339051,Taru Secondary School,82.3
1987/01/01,9339051,Taru Secondary School,0
1987/02/01,9339051,Taru Secondary School,18.2
1987/03/01,9339051,Taru Secondary School,51.8
1987/04/01,9339051,Taru Secondary School,153.4
1987/05/01,9339051,Taru Secondary School,61.8
1987/06/01,9339051,Taru Secondary School,0
1987/07/01,9339051,Taru Secondary School,NA
1987/08/01,9339051,Taru Secondary School,81.5
1987/09/01,9339051,Taru Secondary School,5.4
1987/10/01,9339051,Taru Secondary School,6.8
1987/11/01,9339051,Taru Secondary School,18.8
1987/12/01,9339051,Taru Secondary School,60.4
1988/01/01,9339051,Taru Secondary School,0
1988/02/01,9339051,Taru Secondary School,5.2
1988/03/01,9339051,Taru Secondary School,97.7
1988/04/01,9339051,Taru Secondary School,57.8
1988/05/01,9339051,Taru Secondary School,0
1988/06/01,9339051,Taru Secondary School,78.1
1988/07/01,9339051,Taru Secondary School,0
1988/08/01,9339051,Taru Secondary School,79.3
1988/09/01,9339051,Taru Secondary School,63.6
1988/10/01,9339051,Taru Secondary School,0.2
1988/11/01,9339051,Taru Secondary School,56.4
1988/12/01,9339051,Taru Secondary School,117.9
1989/01/01,9339051,Taru Secondary School,0
1989/02/01,9339051,Taru Secondary School,0
1989/03/01,9339051,Taru Secondary School,NA
1989/04/01,9339051,Taru Secondary School,45.2
1989/05/01,9339051,Taru Secondary School,NA
1989/06/01,9339051,Taru Secondary School,NA
1989/07/01,9339051,Taru Secondary School,NA
1989/08/01,9339051,Taru Secondary School,NA
1989/09/01,9339051,Taru Secondary School,NA
1989/10/01,9339051,Taru Secondary School,32
1989/11/01,9339051,Taru Secondary School,144.3
1989/12/01,9339051,Taru Secondary School,68.3
1990/01/01,9339051,Taru Secondary School,24
1990/02/01,9339051,Taru Secondary School,125.5
1990/03/01,9339051,Taru Secondary School,50.8
1990/04/01,9339051,Taru Secondary School,131
1990/05/01,9339051,Taru Secondary School,25
1990/06/01,9339051,Taru Secondary School,11
1990/07/01,9339051,Taru Secondary School,4.5
1990/08/01,9339051,Taru Secondary School,24
1990/09/01,9339051,Taru Secondary School,11
1990/10/01,9339051,Taru Secondary School,NA
1990/11/01,9339051,Taru Secondary School,NA
1990/12/01,9339051,Taru Secondary School,149.1
1991/01/01,9339051,Taru Secondary School,0
1991/02/01,9339051,Taru Secondary School,NA
1991/03/01,9339051,Taru Secondary School,64.8
1991/04/01,9339051,Taru Secondary School,NA
1991/05/01,9339051,Taru Secondary School,95
1991/06/01,9339051,Taru Secondary School,62
1991/07/01,9339051,Taru Secondary School,62
1991/08/01,9339051,Taru Secondary School,NA
1991/09/01,9339051,Taru Secondary School,NA
1991/10/01,9339051,Taru Secondary School,NA
1991/11/01,9339051,Taru Secondary School,NA
1991/12/01,9339051,Taru Secondary School,NA
1993/01/01,9339051,Taru Secondary School,43
1993/02/01,9339051,Taru Secondary School,NA
1993/03/01,9339051,Taru Secondary School,NA
1993/04/01,9339051,Taru Secondary School,NA
1993/05/01,9339051,Taru Secondary School,NA
1993/06/01,9339051,Taru Secondary School,NA
1993/07/01,9339051,Taru Secondary School,NA
1993/08/01,9339051,Taru Secondary School,NA
1993/09/01,9339051,Taru Secondary School,NA
1993/10/01,9339051,Taru Secondary School,NA
1993/11/01,9339051,Taru Secondary School,NA
1993/12/01,9339051,Taru Secondary School,NA
2000/01/01,9339051,Taru Secondary School,NA
2000/02/01,9339051,Taru Secondary School,NA
2000/03/01,9339051,Taru Secondary School,NA
2000/04/01,9339051,Taru Secondary School,NA
2000/05/01,9339051,Taru Secondary School,NA
2000/06/01,9339051,Taru Secondary School,NA
2000/07/01,9339051,Taru Secondary School,NA
2000/08/01,9339051,Taru Secondary School,NA
2000/09/01,9339051,Taru Secondary School,NA
2000/10/01,9339051,Taru Secondary School,NA
2000/11/01,9339051,Taru Secondary School,97.2
2000/12/01,9339051,Taru Secondary School,100.5
2001/01/01,9339051,Taru Secondary School,92.8
2001/02/01,9339051,Taru Secondary School,0.4
2001/03/01,9339051,Taru Secondary School,23.4
2001/04/01,9339051,Taru Secondary School,12.1
2001/05/01,9339051,Taru Secondary School,79.1
2001/06/01,9339051,Taru Secondary School,48
2001/07/01,9339051,Taru Secondary School,10
2001/08/01,9339051,Taru Secondary School,3.7
2001/09/01,9339051,Taru Secondary School,0
2001/10/01,9339051,Taru Secondary School,11.2
2001/11/01,9339051,Taru Secondary School,79.4
2001/12/01,9339051,Taru Secondary School,105.4
2002/01/01,9339051,Taru Secondary School,107.7
2002/02/01,9339051,Taru Secondary School,23.3
2002/03/01,9339051,Taru Secondary School,9.2
2002/04/01,9339051,Taru Secondary School,NA
2002/05/01,9339051,Taru Secondary School,NA
2002/06/01,9339051,Taru Secondary School,NA
2002/07/01,9339051,Taru Secondary School,NA
2002/08/01,9339051,Taru Secondary School,NA
2002/09/01,9339051,Taru Secondary School,NA
2002/10/01,9339051,Taru Secondary School,NA
2002/11/01,9339051,Taru Secondary School,NA
2002/12/01,9339051,Taru Secondary School,NA
1976/01/01,9339055,Kayafungo Chief's Office,NA
1976/02/01,9339055,Kayafungo Chief's Office,NA
1976/03/01,9339055,Kayafungo Chief's Office,21.4
1976/04/01,9339055,Kayafungo Chief's Office,127.8
1976/05/01,9339055,Kayafungo Chief's Office,120.2
1976/06/01,9339055,Kayafungo Chief's Office,69.8
1976/07/01,9339055,Kayafungo Chief's Office,65.2
1976/08/01,9339055,Kayafungo Chief's Office,3.9
1976/09/01,9339055,Kayafungo Chief's Office,78.7
1976/10/01,9339055,Kayafungo Chief's Office,19.8
1976/11/01,9339055,Kayafungo Chief's Office,9.8
1976/12/01,9339055,Kayafungo Chief's Office,36.7
1977/01/01,9339055,Kayafungo Chief's Office,14
1977/02/01,9339055,Kayafungo Chief's Office,0
1977/03/01,9339055,Kayafungo Chief's Office,60
1977/04/01,9339055,Kayafungo Chief's Office,85
1977/05/01,9339055,Kayafungo Chief's Office,32.3
1977/06/01,9339055,Kayafungo Chief's Office,43.1
1977/07/01,9339055,Kayafungo Chief's Office,28.7
1977/08/01,9339055,Kayafungo Chief's Office,79
1977/09/01,9339055,Kayafungo Chief's Office,54.3
1977/10/01,9339055,Kayafungo Chief's Office,269.3
1977/11/01,9339055,Kayafungo Chief's Office,111.6
1977/12/01,9339055,Kayafungo Chief's Office,101.7
1978/01/01,9339055,Kayafungo Chief's Office,24.3
1978/02/01,9339055,Kayafungo Chief's Office,36.8
1978/03/01,9339055,Kayafungo Chief's Office,78.4
1978/04/01,9339055,Kayafungo Chief's Office,210.5
1978/05/01,9339055,Kayafungo Chief's Office,269.5
1978/06/01,9339055,Kayafungo Chief's Office,66.7
1978/07/01,9339055,Kayafungo Chief's Office,29.6
1978/08/01,9339055,Kayafungo Chief's Office,31.2
1978/09/01,9339055,Kayafungo Chief's Office,29.5
1978/10/01,9339055,Kayafungo Chief's Office,16.2
1978/11/01,9339055,Kayafungo Chief's Office,211
1978/12/01,9339055,Kayafungo Chief's Office,124
1979/01/01,9339055,Kayafungo Chief's Office,65.4
1979/02/01,9339055,Kayafungo Chief's Office,27.5
1979/03/01,9339055,Kayafungo Chief's Office,31.8
1979/04/01,9339055,Kayafungo Chief's Office,97.8
1979/05/01,9339055,Kayafungo Chief's Office,294
1979/06/01,9339055,Kayafungo Chief's Office,63.6
1979/07/01,9339055,Kayafungo Chief's Office,44.8
1979/08/01,9339055,Kayafungo Chief's Office,34.6
1979/09/01,9339055,Kayafungo Chief's Office,30.2
1979/10/01,9339055,Kayafungo Chief's Office,23.4
1979/11/01,9339055,Kayafungo Chief's Office,114
1979/12/01,9339055,Kayafungo Chief's Office,64.2
1980/01/01,9339055,Kayafungo Chief's Office,3.5
1980/02/01,9339055,Kayafungo Chief's Office,34.7
1980/03/01,9339055,Kayafungo Chief's Office,4.6
1980/04/01,9339055,Kayafungo Chief's Office,NA
1980/05/01,9339055,Kayafungo Chief's Office,46.5
1980/06/01,9339055,Kayafungo Chief's Office,12.1
1980/07/01,9339055,Kayafungo Chief's Office,57.4
1980/08/01,9339055,Kayafungo Chief's Office,179.7
1980/09/01,9339055,Kayafungo Chief's Office,20.5
1980/10/01,9339055,Kayafungo Chief's Office,7.8
1980/11/01,9339055,Kayafungo Chief's Office,57.5
1980/12/01,9339055,Kayafungo Chief's Office,73.5
1981/01/01,9339055,Kayafungo Chief's Office,18.1
1981/02/01,9339055,Kayafungo Chief's Office,0
1981/03/01,9339055,Kayafungo Chief's Office,213.6
1981/04/01,9339055,Kayafungo Chief's Office,34.6
1981/05/01,9339055,Kayafungo Chief's Office,68.2
1981/06/01,9339055,Kayafungo Chief's Office,45.7
1981/07/01,9339055,Kayafungo Chief's Office,28.6
1981/08/01,9339055,Kayafungo Chief's Office,63
1981/09/01,9339055,Kayafungo Chief's Office,23.8
1981/10/01,9339055,Kayafungo Chief's Office,88.6
1981/11/01,9339055,Kayafungo Chief's Office,28.6
1981/12/01,9339055,Kayafungo Chief's Office,93.9
1982/01/01,9339055,Kayafungo Chief's Office,29.5
1982/02/01,9339055,Kayafungo Chief's Office,0
1982/03/01,9339055,Kayafungo Chief's Office,41.8
1982/04/01,9339055,Kayafungo Chief's Office,119
1982/05/01,9339055,Kayafungo Chief's Office,386.2
1982/06/01,9339055,Kayafungo Chief's Office,99.3
1982/07/01,9339055,Kayafungo Chief's Office,82.4
1982/08/01,9339055,Kayafungo Chief's Office,27.5
1982/09/01,9339055,Kayafungo Chief's Office,77.2
1982/10/01,9339055,Kayafungo Chief's Office,NA
1982/11/01,9339055,Kayafungo Chief's Office,160.8
1982/12/01,9339055,Kayafungo Chief's Office,68.1
1983/01/01,9339055,Kayafungo Chief's Office,0
1983/02/01,9339055,Kayafungo Chief's Office,4.1
1983/03/01,9339055,Kayafungo Chief's Office,8.2
1983/04/01,9339055,Kayafungo Chief's Office,43.4
1983/05/01,9339055,Kayafungo Chief's Office,347.9
1983/06/01,9339055,Kayafungo Chief's Office,100.8
1983/07/01,9339055,Kayafungo Chief's Office,72
1983/08/01,9339055,Kayafungo Chief's Office,NA
1983/09/01,9339055,Kayafungo Chief's Office,78.4
1983/10/01,9339055,Kayafungo Chief's Office,16.9
1983/11/01,9339055,Kayafungo Chief's Office,7.9
1983/12/01,9339055,Kayafungo Chief's Office,66
1984/01/01,9339055,Kayafungo Chief's Office,0
1984/02/01,9339055,Kayafungo Chief's Office,0
1984/03/01,9339055,Kayafungo Chief's Office,5.9
1984/04/01,9339055,Kayafungo Chief's Office,168.9
1984/05/01,9339055,Kayafungo Chief's Office,101.7
1984/06/01,9339055,Kayafungo Chief's Office,145.6
1984/07/01,9339055,Kayafungo Chief's Office,41.8
1984/08/01,9339055,Kayafungo Chief's Office,1.1
1984/09/01,9339055,Kayafungo Chief's Office,16.4
1984/10/01,9339055,Kayafungo Chief's Office,78
1984/11/01,9339055,Kayafungo Chief's Office,56.5
1984/12/01,9339055,Kayafungo Chief's Office,52.6
1985/01/01,9339055,Kayafungo Chief's Office,35.5
1985/02/01,9339055,Kayafungo Chief's Office,107.6
1985/03/01,9339055,Kayafungo Chief's Office,7.1
1985/04/01,9339055,Kayafungo Chief's Office,48
1985/05/01,9339055,Kayafungo Chief's Office,122.4
1985/06/01,9339055,Kayafungo Chief's Office,31.7
1985/07/01,9339055,Kayafungo Chief's Office,77.6
1985/08/01,9339055,Kayafungo Chief's Office,17.9
1985/09/01,9339055,Kayafungo Chief's Office,51.9
1985/10/01,9339055,Kayafungo Chief's Office,30.8
1985/11/01,9339055,Kayafungo Chief's Office,30.2
1985/12/01,9339055,Kayafungo Chief's Office,122.1
1986/01/01,9339055,Kayafungo Chief's Office,7.5
1986/02/01,9339055,Kayafungo Chief's Office,0
1986/03/01,9339055,Kayafungo Chief's Office,92.3
1986/04/01,9339055,Kayafungo Chief's Office,193.2
1986/05/01,9339055,Kayafungo Chief's Office,308.2
1986/06/01,9339055,Kayafungo Chief's Office,20.6
1986/07/01,9339055,Kayafungo Chief's Office,12.8
1986/08/01,9339055,Kayafungo Chief's Office,59.3
1986/09/01,9339055,Kayafungo Chief's Office,8.2
1986/10/01,9339055,Kayafungo Chief's Office,54.2
1986/11/01,9339055,Kayafungo Chief's Office,74.3
1986/12/01,9339055,Kayafungo Chief's Office,128.2
1987/01/01,9339055,Kayafungo Chief's Office,27.5
1987/02/01,9339055,Kayafungo Chief's Office,NA
1987/03/01,9339055,Kayafungo Chief's Office,NA
1987/04/01,9339055,Kayafungo Chief's Office,NA
1987/05/01,9339055,Kayafungo Chief's Office,NA
1987/06/01,9339055,Kayafungo Chief's Office,NA
1987/07/01,9339055,Kayafungo Chief's Office,NA
1987/08/01,9339055,Kayafungo Chief's Office,NA
1987/09/01,9339055,Kayafungo Chief's Office,NA
1987/10/01,9339055,Kayafungo Chief's Office,NA
1987/11/01,9339055,Kayafungo Chief's Office,NA
1987/12/01,9339055,Kayafungo Chief's Office,NA
1988/01/01,9339055,Kayafungo Chief's Office,17
1988/02/01,9339055,Kayafungo Chief's Office,2
1988/03/01,9339055,Kayafungo Chief's Office,43.6
1988/04/01,9339055,Kayafungo Chief's Office,215
1988/05/01,9339055,Kayafungo Chief's Office,44.3
1988/06/01,9339055,Kayafungo Chief's Office,NA
1988/07/01,9339055,Kayafungo Chief's Office,NA
1988/08/01,9339055,Kayafungo Chief's Office,NA
1988/09/01,9339055,Kayafungo Chief's Office,NA
1988/10/01,9339055,Kayafungo Chief's Office,NA
1988/11/01,9339055,Kayafungo Chief's Office,NA
1988/12/01,9339055,Kayafungo Chief's Office,NA
1989/01/01,9339055,Kayafungo Chief's Office,27
1989/02/01,9339055,Kayafungo Chief's Office,0
1989/03/01,9339055,Kayafungo Chief's Office,58.7
1989/04/01,9339055,Kayafungo Chief's Office,214
1989/05/01,9339055,Kayafungo Chief's Office,136.7
1989/06/01,9339055,Kayafungo Chief's Office,74.5
1989/07/01,9339055,Kayafungo Chief's Office,55.9
1989/08/01,9339055,Kayafungo Chief's Office,33.9
1989/09/01,9339055,Kayafungo Chief's Office,27.1
1989/10/01,9339055,Kayafungo Chief's Office,28.5
1989/11/01,9339055,Kayafungo Chief's Office,34.9
1989/12/01,9339055,Kayafungo Chief's Office,NA
1990/01/01,9339055,Kayafungo Chief's Office,4.8
1990/02/01,9339055,Kayafungo Chief's Office,16.7
1990/03/01,9339055,Kayafungo Chief's Office,41.6
1990/04/01,9339055,Kayafungo Chief's Office,17.1
1990/05/01,9339055,Kayafungo Chief's Office,153.5
1990/06/01,9339055,Kayafungo Chief's Office,53.5
1990/07/01,9339055,Kayafungo Chief's Office,26.5
1990/08/01,9339055,Kayafungo Chief's Office,133.9
1990/09/01,9339055,Kayafungo Chief's Office,189.2
1990/10/01,9339055,Kayafungo Chief's Office,NA
1990/11/01,9339055,Kayafungo Chief's Office,46
1990/12/01,9339055,Kayafungo Chief's Office,134.1
1991/01/01,9339055,Kayafungo Chief's Office,24
1991/02/01,9339055,Kayafungo Chief's Office,0
1991/03/01,9339055,Kayafungo Chief's Office,12
1991/04/01,9339055,Kayafungo Chief's Office,56
1991/05/01,9339055,Kayafungo Chief's Office,231.7
1991/06/01,9339055,Kayafungo Chief's Office,181.9
1991/07/01,9339055,Kayafungo Chief's Office,84.7
1991/08/01,9339055,Kayafungo Chief's Office,NA
1991/09/01,9339055,Kayafungo Chief's Office,14.8
1991/10/01,9339055,Kayafungo Chief's Office,27
1991/11/01,9339055,Kayafungo Chief's Office,32.9
1991/12/01,9339055,Kayafungo Chief's Office,32.4
1992/01/01,9339055,Kayafungo Chief's Office,0
1992/02/01,9339055,Kayafungo Chief's Office,0
1992/03/01,9339055,Kayafungo Chief's Office,10.9
1992/04/01,9339055,Kayafungo Chief's Office,78.4
1992/05/01,9339055,Kayafungo Chief's Office,139.5
1992/06/01,9339055,Kayafungo Chief's Office,25.6
1992/07/01,9339055,Kayafungo Chief's Office,44.2
1992/08/01,9339055,Kayafungo Chief's Office,35.1
1992/09/01,9339055,Kayafungo Chief's Office,31
1992/10/01,9339055,Kayafungo Chief's Office,NA
1992/11/01,9339055,Kayafungo Chief's Office,48
1992/12/01,9339055,Kayafungo Chief's Office,45.6
1993/01/01,9339055,Kayafungo Chief's Office,80.7
1993/02/01,9339055,Kayafungo Chief's Office,NA
1993/03/01,9339055,Kayafungo Chief's Office,4.7
1993/04/01,9339055,Kayafungo Chief's Office,13.3
1993/05/01,9339055,Kayafungo Chief's Office,NA
1993/06/01,9339055,Kayafungo Chief's Office,86.2
1993/07/01,9339055,Kayafungo Chief's Office,28.6
1993/08/01,9339055,Kayafungo Chief's Office,23.3
1993/09/01,9339055,Kayafungo Chief's Office,36.4
1993/10/01,9339055,Kayafungo Chief's Office,44.5
1993/11/01,9339055,Kayafungo Chief's Office,34.1
1993/12/01,9339055,Kayafungo Chief's Office,32.9
1994/01/01,9339055,Kayafungo Chief's Office,1.5
1994/02/01,9339055,Kayafungo Chief's Office,NA
1994/03/01,9339055,Kayafungo Chief's Office,NA
1994/04/01,9339055,Kayafungo Chief's Office,166.9
1994/05/01,9339055,Kayafungo Chief's Office,243.7
1994/06/01,9339055,Kayafungo Chief's Office,42.4
1994/07/01,9339055,Kayafungo Chief's Office,116.4
1994/08/01,9339055,Kayafungo Chief's Office,19.9
1994/09/01,9339055,Kayafungo Chief's Office,113.6
1994/10/01,9339055,Kayafungo Chief's Office,112.7
1994/11/01,9339055,Kayafungo Chief's Office,68.6
1994/12/01,9339055,Kayafungo Chief's Office,86.3
1995/01/01,9339055,Kayafungo Chief's Office,0.5
1995/02/01,9339055,Kayafungo Chief's Office,0
1995/03/01,9339055,Kayafungo Chief's Office,NA
1995/04/01,9339055,Kayafungo Chief's Office,156.6
1995/05/01,9339055,Kayafungo Chief's Office,239.6
1995/06/01,9339055,Kayafungo Chief's Office,NA
1995/07/01,9339055,Kayafungo Chief's Office,194.6
1995/08/01,9339055,Kayafungo Chief's Office,NA
1995/09/01,9339055,Kayafungo Chief's Office,35.7
1995/10/01,9339055,Kayafungo Chief's Office,NA
1995/11/01,9339055,Kayafungo Chief's Office,71.9
1995/12/01,9339055,Kayafungo Chief's Office,40
1996/01/01,9339055,Kayafungo Chief's Office,14.6
1996/02/01,9339055,Kayafungo Chief's Office,24.6
1996/03/01,9339055,Kayafungo Chief's Office,37.5
1996/04/01,9339055,Kayafungo Chief's Office,112.1
1996/05/01,9339055,Kayafungo Chief's Office,269.4
1996/06/01,9339055,Kayafungo Chief's Office,4.1
1996/07/01,9339055,Kayafungo Chief's Office,32.7
1996/08/01,9339055,Kayafungo Chief's Office,20.2
1996/09/01,9339055,Kayafungo Chief's Office,20.2
1996/10/01,9339055,Kayafungo Chief's Office,44.5
1996/11/01,9339055,Kayafungo Chief's Office,NA
1996/12/01,9339055,Kayafungo Chief's Office,NA
1999/01/01,9339055,Kayafungo Chief's Office,10.1
1999/02/01,9339055,Kayafungo Chief's Office,0
1999/03/01,9339055,Kayafungo Chief's Office,47.4
1999/04/01,9339055,Kayafungo Chief's Office,115.4
1999/05/01,9339055,Kayafungo Chief's Office,173.9
1999/06/01,9339055,Kayafungo Chief's Office,NA
1999/07/01,9339055,Kayafungo Chief's Office,62.9
1999/08/01,9339055,Kayafungo Chief's Office,90.6
1999/09/01,9339055,Kayafungo Chief's Office,16.8
1999/10/01,9339055,Kayafungo Chief's Office,12.5
1999/11/01,9339055,Kayafungo Chief's Office,61.1
1999/12/01,9339055,Kayafungo Chief's Office,54.3
2000/01/01,9339055,Kayafungo Chief's Office,NA
2000/02/01,9339055,Kayafungo Chief's Office,NA
2000/03/01,9339055,Kayafungo Chief's Office,NA
2000/04/01,9339055,Kayafungo Chief's Office,NA
2000/05/01,9339055,Kayafungo Chief's Office,NA
2000/06/01,9339055,Kayafungo Chief's Office,NA
2000/07/01,9339055,Kayafungo Chief's Office,NA
2000/08/01,9339055,Kayafungo Chief's Office,NA
2000/09/01,9339055,Kayafungo Chief's Office,28.1
2000/10/01,9339055,Kayafungo Chief's Office,NA
2000/11/01,9339055,Kayafungo Chief's Office,69.7
2000/12/01,9339055,Kayafungo Chief's Office,81
2001/01/01,9339055,Kayafungo Chief's Office,24.1
2001/02/01,9339055,Kayafungo Chief's Office,0
2001/03/01,9339055,Kayafungo Chief's Office,0
2001/04/01,9339055,Kayafungo Chief's Office,57.4
2001/05/01,9339055,Kayafungo Chief's Office,132.5
2001/06/01,9339055,Kayafungo Chief's Office,134.3
2001/07/01,9339055,Kayafungo Chief's Office,17.8
2001/08/01,9339055,Kayafungo Chief's Office,34.2
2001/09/01,9339055,Kayafungo Chief's Office,4
2001/10/01,9339055,Kayafungo Chief's Office,0
2001/11/01,9339055,Kayafungo Chief's Office,121.8
2001/12/01,9339055,Kayafungo Chief's Office,NA
2002/01/01,9339055,Kayafungo Chief's Office,55.5
2002/02/01,9339055,Kayafungo Chief's Office,NA
2002/03/01,9339055,Kayafungo Chief's Office,NA
2002/04/01,9339055,Kayafungo Chief's Office,102.2
2002/05/01,9339055,Kayafungo Chief's Office,NA
2002/06/01,9339055,Kayafungo Chief's Office,15
2002/07/01,9339055,Kayafungo Chief's Office,26.9
2002/08/01,9339055,Kayafungo Chief's Office,71.2
2002/09/01,9339055,Kayafungo Chief's Office,97.3
2002/10/01,9339055,Kayafungo Chief's Office,NA
2002/11/01,9339055,Kayafungo Chief's Office,NA
2002/12/01,9339055,Kayafungo Chief's Office,NA
2003/01/01,9339055,Kayafungo Chief's Office,0
2003/02/01,9339055,Kayafungo Chief's Office,0
2003/03/01,9339055,Kayafungo Chief's Office,35
2003/04/01,9339055,Kayafungo Chief's Office,92.2
2003/05/01,9339055,Kayafungo Chief's Office,199.2
2003/06/01,9339055,Kayafungo Chief's Office,42.8
2003/07/01,9339055,Kayafungo Chief's Office,17.7
2003/08/01,9339055,Kayafungo Chief's Office,3
2003/09/01,9339055,Kayafungo Chief's Office,45.8
2003/10/01,9339055,Kayafungo Chief's Office,38
2003/11/01,9339055,Kayafungo Chief's Office,21.8
2003/12/01,9339055,Kayafungo Chief's Office,0
2004/01/01,9339055,Kayafungo Chief's Office,128.5
2004/02/01,9339055,Kayafungo Chief's Office,47.7
2004/03/01,9339055,Kayafungo Chief's Office,0
2004/04/01,9339055,Kayafungo Chief's Office,133
2004/05/01,9339055,Kayafungo Chief's Office,13
2004/06/01,9339055,Kayafungo Chief's Office,82.5
2004/07/01,9339055,Kayafungo Chief's Office,41.1
2004/08/01,9339055,Kayafungo Chief's Office,10
2004/09/01,9339055,Kayafungo Chief's Office,0
2004/10/01,9339055,Kayafungo Chief's Office,221.5
2004/11/01,9339055,Kayafungo Chief's Office,69.1
2004/12/01,9339055,Kayafungo Chief's Office,23.7
2005/01/01,9339055,Kayafungo Chief's Office,26.8
2005/02/01,9339055,Kayafungo Chief's Office,0
2005/03/01,9339055,Kayafungo Chief's Office,39.2
2005/04/01,9339055,Kayafungo Chief's Office,45.2
2005/05/01,9339055,Kayafungo Chief's Office,75.6
2005/06/01,9339055,Kayafungo Chief's Office,36.1
2005/07/01,9339055,Kayafungo Chief's Office,46.6
2005/08/01,9339055,Kayafungo Chief's Office,19.9
